headings,label
 ଗୁରୁତର ଆର୍ଥିକ ସଂକଟରେ ଜେଟ୍ ଏୟାରୱେଜ୍: କର୍ମଚାରୀଙ୍କ ଦରମା ୨୫% ପର୍ଯ୍ୟନ୍ତ କମାଇଲା ,business
 ରାଜ୍ୟର ବନ୍ଦର ଉପରେ କରୋନା ପ୍ରଭାବ: ସୀମିତ କର୍ମଚାରୀରେ ଚାଲିଛି ମାଲ୍‌ ପରିବହନ ,business
" ଆଜିଠାରୁ ଆରମ୍ଭ ହେଲା ରେନୋ ଟ୍ରାଇବର ର ବୁକିଙ୍ଗ , ୨୮ରେ ଲଞ୍ଚ୍ ",business
 ଟ୍ରେଜେରିରେ ବିଲ୍‌ ଦାଖଲ ମହଲତ ବଢ଼ିଲା ,business
 ଜାପାନ କଂପାନିଙ୍କୁ ଓଡ଼ିଶା ଆମନ୍ତ୍ରଣ କରିବାକୁ ଆହ୍ବାନ ,business
 ନିୟମର ଉଲ୍ଲଂଘନ କରୁଥିବାରୁ ଟିକ୍‌ ଟକ୍‌ରୁ ହଟାଇ ଦିଆଗଲା ୬୦ଲକ୍ଷ ଭିଡିଓ ,business
 କରୋନା ପ୍ରଭାବ ? ସୁନାଦର ଗୋଟିଏ ଦିନରେ ୧ ହଜାର ଟଙ୍କା କମିଲା ,business
" ବିଏସ୍‌ଏନ୍‌ଏଲ୍‌ର ବଡ଼ ଉପହାର, ଗ୍ରାହକଙ୍କୁ ୩୪୯ ଟଙ୍କା ପ୍ଲାନ୍‌ରେ ପ୍ରତିଦିନ ମିଳିବ ୩.୨ଜିବି ଡାଟା ",business
 ରାଜୁଙ୍କ ଏସ୍‌ବିଏସ୍‌ ବାୟୋଟେକ୍ ପରିଦର୍ଶନ ,business
 କ୍ରୀଡ଼ା ବିଭାଗକୁ ୱାଟର ପ୍ୟୁରିଫାୟର ଦେଲା ଏଲ୍‌ଜି ,business
 ନୂଆ ଉତ୍ପାଦ: ସାମସଙ୍ଗ୍‌ ଆଣିଲା ଗାଲାକ୍ସି ନୋଟ୍‌୯ ସ୍ମାର୍ଟଫୋନ୍‌ ,business
 ବେକାରି ହାର ୨ ବର୍ଷରେ ସର୍ବାଧିକ ,business
 ୨୬୫୪ କୋଟିର ଋଣ ଠକେଇ ,business
" କେମିତି ବଢ଼ାଇବେ ଆପଣଙ୍କ ସ୍କୁଟରର ମାଇଲେଜ, ୪ଟି ଉପାୟ ଜାଣିରଖନ୍ତୁ ",business
 ଏଲ୍‌ଜିର ମଲ୍ଲିକା-ଇ-କିଚେନ ପ୍ରତିଯୋଗିତା ,business
" ଘର କିଣିବାକୁ ଯୋଜନା ରଖିଛନ୍ତି କି, ନୂତନ ବର୍ଷରୁ ଶସ୍ତାରେ ମିଳିବ ଘର ",business
 କୃଷି ରପ୍ତାନି ନୀତିରେ ମୋହର ,business
 ପ୍ରଧାନମନ୍ତ୍ରୀ ଗ୍ରାମ ସଡ଼କ ଯୋଜନା ମୋ ଚିନ୍ତାଧାରା ଥିଲା: ଯଶୋବନ୍ତ ,business
" ବିଓବି, ଦେନା, ବିଜୟା ବ୍ୟାଙ୍କ ମିଶ୍ରଣରେ କ୍ୟାବିନେଟ୍ ମୋହର: ମିଶିଲେ ତି‌ନିଟି ବ୍ୟାଙ୍କ ",business
" ବଢ଼ିଲା ବିଧାୟକଙ୍କ ହାତ ପାଣ୍ଠି, ୧ କୋଟିରୁ ବୃଦ୍ଧି ପାଇ ୩ କୋଟି ହେଲା ",business
 ଜିଏସ୍‌ଟି ଛାଡ଼ ସୀମା ୪୦ ଲକ୍ଷକୁ ବଢ଼ିଲା ,business
 ‘ଅମୂଲ’ ନାଁରେ ଆସୁଥିବା ନକଲି ବିଜ୍ଞାପନ ହଟାଇବାକୁ ଦାବି : ଗୁଗଲକୁ ନୋଟିସ ପଠାଇଲା ଅମୂଲ୍ ,business
" ଆଜି ମଧ୍ୟରାତ୍ରରୁ ଆମାଜୋନ୍‌ର ‘ଗ୍ରେଟ୍‌ ଇଣ୍ଡିଆ ଫେଷ୍ଟିଭାଲ୍‌’ ଅଫର, ୨୦୦ ଲୋକପ୍ରିୟ ବ୍ରାଣ୍ଡ୍‌ ଉପରେ ୬୦ ପ୍ରତିଶତ… ",business
 ଦୁଇ ଦିନରେ ଡିଜେଲ ବଢ଼ିଲା ୬୨ ପଇସା ,business
 ଓଡ଼ିଶାରେ ୩ ଦିନ ବ୍ୟାଙ୍କ ଛୁଟି ,business
" ପେଟ୍ରୋଲ, ଡିଜେଲ ଦରବୃଦ୍ଧି ପାଇଁ ଆମେରିକାକୁ ଦାୟୀ କଲେ ଧର୍ମେନ୍ଦ୍ର ",business
 ସାମସଙ୍ଗ ଲଞ୍ଚ କରିବ କୋଟିଏ ଟଙ୍କାର ଟିଭି ,business
 ‘ୱିଫି ଇଣ୍ଟରନେଟ୍‌’ର ୧୦ ବର୍ଷ ପୂର୍ତ୍ତି ପାଳନ ,business
 କମୁଛି ଆମେରିକା-ଇରାନ ଉତ୍ତେଜନା : କ୍ରମାଗତ ୩ୟ ଦିନ ପାଇଁ ସୁନାଦର ହ୍ରାସ ,business
 ୨-୧୦ ଲକ୍ଷ ଟଙ୍କା ବର୍ଗରେ ଅଧିକ ଋଣ ଦେବ ୟୁକୋ ବ୍ୟାଙ୍କ ,business
" ନିର୍ମଳାଙ୍କ ବଜେଟ୍‌ରୁ ଆଶା, ଆୟକର ସ୍ଲାବ୍ ବଢ଼ିପାରେ ",business
 ‘ସାରିଡନ୍‌’ ବିକ୍ରି ଉପରେ ଜାରି ନିଷେଧଦେଶ ହଟାଇଲେ ସୁପ୍ରିମ୍‌କୋର୍ଟ ,business
" ନୂଆଦିଲ୍ଲୀ: ୫୦୦ଟଙ୍କାରେ କରନ୍ତୁ ବିମାନ ଯାତ୍ରା, ୪ଟି ଏୟାରଲାଇନ୍ସ ଦେଉଛନ୍ତି ରିହାତି ",business
 ଇଲେକ୍ଟ୍ରିକ୍ ଗାଡ଼ି ଆଣିବ ‘ଓମ୍‌ଜୟ ଇଭି’ ,business
 ଅନର୍‌ ଆଣିବ ୬ କ୍ୟାମେରା ଥିବା ଫୋନ୍ ,business
 ନିଜ ଜାଲରେ ନିଜେ ଫସିଲେ ରେଳମନ୍ତ୍ରୀ! ବିବାଦରେ ଛନ୍ଦି ହେଲା ‘ବନ୍ଦେମାତରମ୍‌ ଏକ୍ସପ୍ରେସ୍‌’; ଜାଣନ୍ତୁ… ,business
 ନିବେଶକ ହରାଇଲେ ୩.୭୯ ଲକ୍ଷ କୋଟି ,business
 ପ୍ୟାକେଜ୍‌କୁ ନେଇ ନିର୍ମଳା-ପୂର୍ବତନ ଅର୍ଥମନ୍ତ୍ରୀ ବାକ୍‌ଯୁଦ୍ଧ ,business
 ଜାଗୁଆର ଲ୍ୟାଣ୍ଡ ରୋଭର ପକ୍ଷରୁ ନିଆରା କସରତ ,business
 ଏ ବର୍ଷର ପେଟ୍ରୋଲ ଦର ସବୁଠାରୁ କମ୍‌ ଆଜି ,business
 ପୂଜା ବଜାରରେ ମାରୁତିର ନୂଆ କାର୍‌ ‘ଏସ୍‌-‌ପ୍ରେସୋ’ ,business
 ତନିସ୍କର ‘ଅପରୁପା’ ଗହଣା ସମ୍ଭାର ,business
 ବିଏମ୍‌ଡବ୍ଲୁର ନୂଆ ଏସ୍‌ୟୁଭି ‘ଏକ୍ସ୫’ ,business
 ଦେବାଳିଆ କୋର୍ଟକୁ ଟଣାହେବ ଜେଟ୍‌: ଋଣ ଟଙ୍କା ପାଇଁ ଷ୍ଟେଟ୍‌ ବ୍ୟାଙ୍କ ଟାଣିବ ,business
" କେନ୍ଦ୍ରର ରାଜସ୍ବ ଚିନ୍ତା, ପିଏସ୍‌ୟୁ ପାଣ୍ଠିକୁ ଆଖି ",business
 ପ୍ରକାଶ ପାଇଲା ବନ୍ଦେ ଭାରତ ଏକ୍ସପ୍ରେସ୍‌ର ଯାତ୍ରୀ ଭଡ଼ା: ଏସି ଚେୟାର କାର୍‌ ପାଇଁ ଭଡା ୧୮୫୦ ଓ ଏକ୍‌ଜିକ୍ୟୁଟିଭ୍‌… ,business
 ଲାଗିଲା କଳଙ୍କ ,business
 ଝଟ୍‌କା ଦେଇଥିଲା ବିମୁଦ୍ରୀକରଣ ,business
 ଜେଟ୍‌ର ୫୦୦ କର୍ମଚାରୀଙ୍କୁ ନେଲା ସ୍ପାଇସଜେଟ୍ ,business
 ଜରିମାନାରୁ ୫୦୦୦ କୋଟି ଆୟ ,business
" କ୍ଷୁଦ୍ର ଶିଳ୍ପ, ଏସ୍‌ଏଚ୍‌ଜି ଉତ୍ପାଦ ପାଇଁ ଓଡ଼ିଶା ଆଣିବ ନିଜର ପୋର୍ଟାଲ ",business
 ହିରୋ ଆଣିବ ନୂଆ ସ୍କୁଟର ‘ଡେଷ୍ଟିନି ୧୨୫’ ,business
 ବିବାହ ସମୟରେ ଇଂରାଜୀ ଭାଷାରେ ‘ସାତ ବଚନ’ ପଢ଼ିଲେ ଶ୍ଲୋକା-ଆକାଶ ଅମ୍ବାନୀ ,business
 ଚେନ୍ନାଇକୁ ମେ ୩୧ ତାରଖ ପର୍ଯ୍ୟନ୍ତ ଘରୋଇ ବିମାନ ସେବା ବନ୍ଦ ରଖିବାକୁ କେନ୍ଦ୍ରକୁ ଅନୁରୋଧ କଲେ ତାମିଲନାଡ଼ୁ ସରକାର ,business
" ‘ଫିକି ଲେଡିଜ୍ ଅର୍ଗାନାଇଜେସନ୍’ ଭ‌ୁବନେଶ୍ବର ଚାପ୍ଟର ଆରମ୍ଭ, ୱେବିନାରରେ ଉଦ୍‌ଘାଟନ କଲେ ସୁରେଶ ପ୍ରଭୁ ",business
 ‘ଆମର ପ୍ଲାଟଫର୍ମ ଭାରତରେ ଏକ ଦୁର୍ଭାଗ୍ୟଜନକ ଆହ୍ଵାନର ସମ୍ମୁଖୀନ ହୋଇଛି’; ନିଷେଧାଦେଶ ଜାରିପରେ ୨୦୦୦ ଭାରତୀୟ… ,business
 ବିନା ଅନୁମତିରେ ମିଳିବନି ତଥ୍ୟ ,business
 ଆୟକର ଦିବସ ପାଳନରେ ଯୋଗଦେବେନି କର୍ମଚାରୀ ,business
 ଟ୍ରାଇରେ ଜିଓର ଅଭିଯୋଗ: ଅନ୍ୟ ଅପରେଟର ବେଆଇନ ଭାବେ ଲ୍ୟାଣ୍ଡଲାଇନ୍ ଫୋନକୁ ମୋବାଇଲ ଦର୍ଶାଇ ଆଇୟୁସି ନେଉଛନ୍ତି ,business
 ମାତ୍ର ୯୭୯ଟଙ୍କାରେ କରନ୍ତୁ ଏୟାର ଇଣ୍ଡିଆ ବିମାନ ଯାତ୍ରା ,business
" ଭାରତୀୟ ବଜାରରେ ରିଅଲ ମି ୨ ପ୍ରୋ, ଅକ୍ଟୋବର ୧୧ରୁ କେବଳ ଫ୍ଲିପକାର୍ଟରେ ମିଳିବ ",business
 ଲୋକସେବା ଭବନରେ ମଞ୍ଜୁର ହେଲା ୨୪୩୫ କୋଟିର ପ୍ରକଳ୍ପ ,business
 ବ୍ୟାଙ୍କ ମିଶ୍ରଣ ନିଷ୍ପତ୍ତିକୁ କର୍ମଚାରୀଙ୍କ ବିରୋଧ ,business
 ‘ମେକ୍ ଇନ୍ ଓଡ଼ିଶା’ ପାଇଁ ଶିଳ୍ପ ଜଗତକୁ ଆମନ୍ତ୍ରଣ ,business
 ପେଟ୍ରୋଲ ୯ ପଇସା ଓ ଡିଜେଲ ୬ ପଇସା ବଢିଲା ,business
 କାରଗିଲ୍‌ରେ ଏୟାରଟେଲ ଉପରେ ଲାଗିଲା ବିଏସ୍‌ଏନ୍‌ଏଲ୍‌ର ବିଜୁଳି ଚୋରି କରିଥିବା ଅଭିଯୋଗ ,business
 ପିଏନବି ଦୁର୍ନୀତି : ଏସଆଇଟି ଗଠନ ଲାଗି ଦାଏର ଜନସ୍ୱାର୍ଥ ମାମଲା ସୁପ୍ରିମକୋର୍ଟରେ ଖାରଜ ,business
 ଭୂଷଣ ଷ୍ଟିଲ୍‌ ଉତ୍ପାଦନ କ୍ଷମତାକୁ ବଢ଼ାଇବ ଟାଟା ,business
 ବିଶ୍ବ ବ୍ୟାଙ୍କ ରିପୋର୍ଟ : ଭାରତର ଅଭିବୃଦ୍ଧି ୨.୮%କୁ କମିବ ,business
 ଏଲ୍‌ଆଇସି ଜୋନାଲ୍‌ ମ୍ୟାନେଜରଙ୍କୁ ସମ୍ବର୍ଦ୍ଧନା ,business
 ତେଲ କଂପାନି ଖୋଲିପାରିବେ ପେଟ୍ରୋଲ୍‌ ପମ୍ପ୍‌ ,business
 ଇଡ୍‌କୋ ଟାୱାରକୁ ୧୪୦ କୋଟିରେ କିଣିବ ଓଏସ୍‌ଡିଏ ,business
 ସୁନା ୬୦୦ ଟଙ୍କା କମିଲା ,business
" ଭାରତୀୟ ରେଳବାଇ ଛାତ୍ରଛାତ୍ରୀଙ୍କୁ ଟିକେଟ କାଟିବା ସମୟରେ ଦେଉଛି ୧୦୦ପ୍ରତିଶତ ରିହାତି ସୁବିଧା, ଏପରି ଉଠାନ୍ତୁ ଫାଇଦା ",business
 ଅଧିକ ନଗଦ ଛାଡ଼ିବ ରିଜର୍ଭ ବ୍ୟାଙ୍କ:ଜୁନ୍‌ରେ ସ୍ଥିତି ସମୀକ୍ଷା ,business
" ନେପାଳରେ ଅସିଦ୍ଧ ହେଲା ଭାରତୀୟ ୨୦୦, ୫୦୦ ଓ ୨୦୦୦ ଟଙ୍କିଆ ନୋଟ୍‌ ",business
" ଧନତେରସର ଗୋଟିଏ ଦିନ ପରେ… ସୁନା ବେପାର ମାନ୍ଦା, ଦର କମିଲା ",business
 ଫେରାଉନି ୯୧ ହଜାର କୋଟି:ଚିନ୍ତା ବଢ଼ାଇଲା ଆର୍ଥିକ ସଂସ୍ଥା ,business
 ଲଣ୍ଡନରେ ଶୀଘ୍ର ଗିରଫ ହେବେ ନିରବ ,business
 ରାଜ୍ୟର ରାଜସ୍ବ ଆଦାୟରେ ୮.୩୯% ବୃଦ୍ଧି ,business
 ପ୍ରବାସୀ ଶ୍ରମିକଙ୍କୁ ଖାଦ୍ୟଶସ୍ୟ ସହ ଟଙ୍କା ଦରକାର: ରାଜନ ,business
" ରିଲାଏନ୍ସ ଇଣ୍ଡଷ୍ଟ୍ରିଜ ପ୍ରସ୍ତୁତ କରୁଛି ଚୀନ୍‌ଠାରୁ ଶସ୍ତା ଓ ଉତ୍ତମମାନର ପିପିଇ କିଟ୍, ମିଳିଲା ୧୦ ହଜାର ଲୋକଙ୍କୁ… ",business
 ଟୟୋଟା ବିକିବ ମାରୁତି ବାଲେନୋ ,business
 ରାୟଗଡ଼ାରେ ହେବ ଏଲ୍‌ପିଜି ବଟଲିଂ ପ୍ଲାଣ୍ଟ୍‌ ,business
 ଡ଼ିସଟିଭି ଓ ଟାଟା ସ୍କାଏ ଗ୍ରାହକଙ୍କ ପାଇଁ ବଡ ଖବର ! ,business
 ଫିକ୍ସଡ ଡିପୋଜିଟ ଉପରେ ସୁଧହାର ବଢାଇଲା ଷ୍ଟେଟ ବ୍ୟାଙ୍କ ଅଫ ଇଣ୍ଡିଆ ,business
 ବାବା ରାମଦେବଙ୍କ ପତଞ୍ଜଳି କ୍ଷୀର ଓ ଦୁଗ୍ଧଜାତ ସାମଗ୍ରୀ ବ୍ୟବସାୟରେ ପ୍ରବେଶ କଲା : ଲିଟର ପିଛା ୪୦ ଟଙ୍କା ଦରରେ ମିଳିବ… ,business
" କମିଚାଲିଛି ତେଲ ଦର, ପେଟ୍ରୋଲ ୩ ମାସର ସର୍ବନିମ୍ନ ସ୍ତରରେ ",business
 ଡିସେମ୍ବର ୧ରୁ ଏହି ସ୍ମାର୍ଟଫୋନ୍‌ରେ ମିଳିବ ଜବରଦସ୍ତ ରିହାତି ,business
" ସୁନାଦର ୨୧୫ ଟଙ୍କା ହ୍ରାସ, ୧୦ ଗ୍ରାମ ପିଛା ୩୮,୬୭୬ ଟଙ୍କାରେ ପହଞ୍ଚିଲା ",business
" ବିସ୍କୁଟ ବଜାରରେ ସଙ୍କଟ, ପାର୍ଲେ-ଜି ବିକ୍ରି ବହୁତ କମିଛି ",business
 ବଜାରରକୁ ଆସିଲା ଜିଭି ମୋବାଇଲ୍‌ର ୩ ଫିଚର ଫୋନ୍‌ ,business
 ପ୍ରଥମ ବ୍ୟବସାୟିକ ଯାତ୍ରା ଭରିଲା ବନ୍ଦେ ଭାରତ ଏକ୍ସପ୍ରେସ୍‌ ,business
 ଜେଟ୍‌କୁ କିଣିବ ଟାଟା! ,business
 ସୁପ୍ରିମକୋର୍ଟରେ ମୋରା‌ଟୋରିଅମ୍ ମାମଲା ,business
 ମ୍ୟୁଚୁଆଲ୍ ଫଣ୍ଡ୍ ପାଇଁ ରିଜର୍ଭ ବ୍ୟାଙ୍କ୍ ଘୋଷଣା କଲା ୫୦ ହଜାର କୋଟି ଟଙ୍କାର ସ୍ପେସାଲ୍ ଲିକ୍ୟୁଡିଟି ଫେସିଲିଟି ,business
" ଧୋନି ଆରମ୍ଭ କଲେ ନୂଆ ବ୍ୟବସାୟ, କ୍ଷୁଦ୍ର ବ୍ୟବସାୟୀଙ୍କୁ ମିଳିବ ଲାଭ ",business
 ୯୨% ଆଇଜିିଏସ୍‌ଟି ରିଫଣ୍ଡ୍‌ ଦାବି ପ୍ରଦାନ କରାଯାଇଛି ,business
" ପୁଣି ଜିଓ ହେଲା ଦେଶର ସବୁଠାରୁ ବଡ଼ ଟେଲିକମ କମ୍ପାନି, ଜାଣନ୍ତୁ ଶ୍ରେଷ୍ଠ ତିନି ସ୍ଥାନରେ ଅଛନ୍ତି କେଉଁ କମ୍ପାନି ",business
 ୟେସ୍‌ ବ୍ୟାଙ୍କ ଉପରେ ରିଜର୍ଭ ବ୍ୟାଙ୍କ କଟକଣା ଜାରି ପୂର୍ବରୁ ଗୁଜରାଟ କମ୍ପାନି ଉଠାଇ ନେଇଥିଲା ୨୬୫ କୋଟି ,business
" ବିବାହ ପ୍ୟାକେଜ୍‌ରେ ଯୋଡ଼ିହେଲା ସାନିଟାଇଜର୍‌, ମାସ୍କ ",business
" ଅର୍ଥନୀତିକୁ ସଜାଡ଼ିବା ଲାଗି ନିର୍ମଳାଙ୍କ ବଡ଼ ପଦକ୍ଷେପ, ଆଉ ଡରେଇବେନି ଆୟକର ଅଧିକାରୀ, ଏଫପିଆଇରୁ ସରଚାର୍ଜ ପ୍ରତ୍ୟାହୃତ ",business
 ଶିଶୁଙ୍କ ପେଟରୋଗର ଚିକିତ୍ସା:ଗ୍ଲୋବାଲ ହସ୍ପିଟାଲରେ ମିଳିବ ,business
 ତେଲ କଂପାନିଙ୍କ ସିଏସ୍‌ଆର୍‌ କାର୍ଯ୍ୟକ୍ରମ: ସିଏସ୍‌ସି ଯୋଗାଇବେ ସାନିଟାରି ନାପ୍‌କିନ୍‌ ,business
 ‌େନଦରଲ୍ୟାଣ୍ଡ୍‌ ସମ୍ମିଳନୀରେ ପିପୁଲ୍ସ ଫୋରମ୍‌ ମୁଖ୍ୟ ,business
 ରାଜ୍‌ ଇଲେକଟ୍ରୋନିକ୍ସର ୨୨ତମ ସୋ’ରୁମ୍ ଖୋଲିଲା ,business
" ଜିଏସଟି କାଉନସିଲ ବୈଠକରେ ନିଷ୍ପତ୍ତି, ଜିଏସଟି ବକେୟା ନଥିଲେ ଲେଟ୍‌ ଫି ପଡ଼ିବ ନାହିଁ ",business
 ଏଜିଆର୍ ବିବାଦ: ୩ କମ୍ପାନି ଦାଖଲ କଲେ ୧୪୬୯୦ କୋଟି ,business
" ଜାତିସଂଘରେ ଘୋର ଆର୍ଥିକ ସଙ୍କଟ, କାର୍ଯ୍ୟାଳୟରେ ଏସି, ହିଟର ବନ୍ଦ ରଖିବାକୁ ନିର୍ଦ୍ଦେଶ ",business
 ଆର୍‌ ଏନ୍‌ ମିଶ୍ର ଇମ୍ଫାର ନୂଆ ଅଣ କାର୍ଯ୍ୟନିର୍ବାହୀ ଅଧ୍ୟକ୍ଷ ,business
" ଭାରତରେ ତିଆରି ହେବ କାଲାସନିକୋଭ ରାଇଫଲ, ସେନାର ଇନସାସ ରାଇଫଲକୁ ବଦଳାଯିବ  ",business
" ବିଏସ୍‌ଏନ୍‌ଏଲ୍‌ ନୂଆ ଅଫର, ବର୍ଷକ ପାଇଁ ଅସୀମିତ କଲ ଓ ୨୫ଜିବି ଡାଟା ",business
" ରାଜନଙ୍କ ପରାମର୍ଶ: ସଂସ୍କାର କିଭଳି ଲାଗୁ କରାଯାଏ, ମନମୋହନଙ୍କଠାରୁ ଶିଖ ",business
 ଭୁବନେଶ୍ବରରେ ଅଡି କ୍ୟୁ ଡ୍ରାଇଭ୍ ,business
 ପୂରା ଲାଭ ମିଳୁନି : ଅଶୋଧିତ ତେଲ ୩୨% କମିଲାଣି ସେହି ହାରରେ କମୁନି ପେଟ୍ରୋଲ୍‌ ଦର ,business
" ଆସନ୍ତା କାଲି ଜିଏସଟି କାଉନସିଲ ବୈଠକ, ଅଧ୍ୟକ୍ଷତା କରିବେ ନିର୍ମଳା ସୀତାରମଣ ",business
 ସଚ୍ଚି ସହେଲିର ପ୍ରଚାର କରିବେ ରବିନା ,business
 ଏଏସ୍‌ବିଏମ୍ ବିଶ୍ବବିଦ୍ୟାଳୟରେ ଜାତୀୟ ବିତ୍ତୀୟ ସମ୍ମିଳନୀ ,business
" ୨୦୧୯-୨୦ ପର୍ଯ୍ୟନ୍ତ ଜାରି ରହିବ ଅଣୁସାର ଭିତ୍ତିକ ସବସିଡି, ସିଟି କମ୍ପୋଷ୍ଟ ସ୍କିମ ",business
" ଏସି ତାପମାତ୍ରା ୨୪ ଡିଗ୍ରି ତଳକୁ ଖସିବ ନାହିଁ, ଶକ୍ତି ଅପଚୟ ରୋକିବା ପାଇଁ ସରକାରଙ୍କ ପଦକ୍ଷେପ ",business
" ଏଣିକି ଏହି ସହରରେ ପାଣି ଭିତରେ ଚାଲିବ ମେଟ୍ରୋ ଟ୍ରେନ୍‌, ପିୟୁଷ ଗୋଏଲ ସେୟାର କଲେ ଭିଡିଓ ",business
 ‘ସି ଭି ରମଣ ହେବ ବିଶ୍ବସ୍ତରୀୟ ବିଶ୍ବବିଦ୍ୟାଳୟ’ ,business
 ଫେସବୁକ୍ ଲଗଇନ୍ ବିବରଣୀ ଚୋରି ଅଭିଯୋଗରେ ପ୍ଲେ ଷ୍ଟୋରରୁ ପ୍ରାୟ ୨୫ଟି ଆଣ୍ଡ୍ରଏଡ… ,business
 ଡିଜିଟାଇଜେସନ୍‌କୁ ଆଇଏମ୍ଏଫ୍‌ର ପ୍ରଶଂସା ,business
 ନିର୍ବାଚନ ପୂର୍ବରୁ ସରକାରଙ୍କୁ ରିଜର୍ଭ ବ୍ୟାଙ୍କର ଉପହାର ,business
 ଗୃହ ଋଣ କମ୍ପାନିଙ୍କୁ ମିଳିବ ୧୦ ହଜାର କୋଟି ପାଣ୍ଠି ,business
 ମାର୍ଚ୍ଚରୁ ଆରମ୍ଭ ହେବ ବିଏସ୍‌ଏନ୍‌ଏଲ୍‌ର ୪ଜି ସେବା ,business
 ପେଣ୍ଟାଗନଠାରୁ ୧୦ ବିଲିଅନ ଡଲାର ବ୍ୟବସାୟ ପାଇଲା ମାଇକ୍ରୋସଫ୍ଟ ,business
 ନାଲ୍‌କୋକୁ ଡନ୍‌ ଆଣ୍ଡ୍‌ ବ୍ରାଡ୍‌ଷ୍ଟ୍ରିଟ୍‌ ପୁରସ୍କାର ,business
 ଜେଟ୍ ପାଇଁ ରିଲାଏନ୍ସ ଆଗ୍ରହୀ ,business
 ଖଣି ଶିଳ୍ପ ଉପରେ କରୋନା ମାଡ଼: ନିଲାମ ୨୧ ଖଣି ଖନନ କାର୍ଯ୍ୟ ବ୍ୟାହତ ହୋଇପାରେ ,business
 ବଜାରରେ ହିରୋ ମୋଟୋକର୍ପର ଏକ୍ସଟ୍ରିମ୍‌-୨୦୦ଆର ,business
 ଜିଡିପି ତଥ୍ୟରେ ବି ଜାଲିଆତି! ,business
" ବଦଳିଲା ଏଫ୍‌ଡିଆଇ ନିୟମ: ପ୍ରଭାବିତ ହେବେ ପାକିସ୍ତାନ, ଚୀନ୍‌, ବାଂଲାଦେଶ ",business
 ପାଟଣାଗଡ଼ରେ ଚାଞ୍ଚଲ୍ୟ: ବ୍ୟାଙ୍କ ଆକାଉଣ୍ଟ୍‌ରେ ଟଙ୍କା ନ ଥାଇ ଲକ୍ଷାଧିକ ଟଙ୍କା ଉଠାଇଲେ ଖାତାଧାରୀ ! ,business
 ଭାରତ-ବାଂଲାଦେଶ ବାଣିଜ୍ୟରେ ମମତା ବାଧକ ,business
 ଆର୍‌ଟିଜିଏସ୍ କାରବାର ସମୟ ବଢ଼ିଲା ,business
 ବିମାନ ଉତ୍ପାଦନ କମାଇଲା ବୋଇଂ ,business
 ଜିଓ ଆପ୍‌ରେ ଦ୍ବୈତନଗରୀର ପୂଜାମଣ୍ଡପ ,business
" ଆମାଜନ୍‌ ଫାୟର ଟିଭି ଷ୍ଟିକ୍‌ ଆଲେକ୍ସା ଭଏସ୍‌ ରିମୋଟ ଟିଭି କଣ୍ଟ୍ରୋଲ ସହିତ ଉପଲବ୍ଧ ହେଉଛି, ",business
 ଦୁନିଆର ସବୁଠୁ ମହଙ୍ଗା ବିବାହ ବିଚ୍ଛେଦ : ପତ୍ନୀଙ୍କଠାରୁ ଅଲଗା ହେବେ ଆମାଜନ୍‌ ମୁଖ୍ୟ ,business
 ସିଏସ୍‌ଆର୍‌ ପାଇଁ ନାଲ୍‌କୋକୁ ମିଳିବ ରାଷ୍ଟ୍ରପତି ପୁରସ୍କାର ,business
 ଦରମା ଦେବାକୁ ବିଏସ୍‌ଏନ୍‌ଏଲ୍‌ ପାଖରେ ଟଙ୍କା ନାହିଁ ,business
" ଡାଇବେଟିସ ଔଷଧ ଦାମ କମିବ, ଆସିବ ଜେନେରିକ୍ ଗ୍ଲିପ୍‌ଟିନ୍ ",business
 ଶିଖର ଧାୱନ ଜିଏସ୍‌ କାଲ୍‌ଟେକ୍ସର ବ୍ରାଣ୍ଡ୍ ଆମ୍ବାସଡର ,business
 ଏସବିଆଇ ଜେନେରାଲ୍ ଇନ୍‌ସ୍ୟୁରାନ୍ସ ଆଣିବ ଟାଇଟଲ୍‌ ବୀମା ,business
 ପିଆଜ ପରେ ତେଜିଲା ଟମାଟୋ ଦର: ଦିଲ୍ଲୀରେ କେଜି ପିଛା ଦର ୬୦ ରୁ ୭୦ ଟଙ୍କା ,business
" ବହୁ ଦିନ ପରେ ପେଟ୍ରୋଲ୍‌, ଡିଜେଲ ଦର ସମାନ ",business
 ୟୁନିୟନ ବ୍ୟାଙ୍କର ପ୍ରଥମ ଓଡ଼ିଆ ଇଡି ,business
" ଆଉ ମାତ୍ର ୩୦ ମିନିଟ ପରେ ଆରମ୍ଭ ହେବ ଜିଓ ମନସୁନ ହଙ୍ଗାମା ଅଫର, ଯେକୌଣସି ଫିଚର ଫୋନ ବଦଳାଇ ଟ.୫୦୧ରେ ପାଇବେ ଜିଓଫୋନ-୨ ",business
" ଦୁଇଦିନର ବିରତି ପରେ ଆଜି ପୁଣି କମିଲା ପେଟ୍ରୋଲ, ଡିଜେଲ ଦର, କେତେ କମିଲା ଜାଣନ୍ତୁ ",business
" ବିହାରରେ ମହାମେଣ୍ଟର ଆସନ ଘୋଷଣା, ୨୦ ଆସନରୁ ଲଢ଼ିବ ଆରଜେଡି, କଂଗ୍ରେସ ୯ ",business
